X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19
0.16,0.08,0.16,0.08,0.08,0.04,0.4,263.236,387.278,0.2,0.16,0.76,37.023,0,318.542,532.973,0,82.771,1.885
242.857,0,0,671.429,28.571,14.286,42.857,360.952,932.209,14.286,14.286,71.429,0,0,26.583,968.268,0,882.797,7.041
531.381,246.862,20.921,7.113,83.682,8.368,37.657,420.611,780.895,25.105,54.393,213.389,27,48.945,30.853,902.179,15.785,538.173,49.252
581.395,46.512,23.256,255.814,11.628,0,81.395,398.474,731.684,23.256,11.628,69.767,17.967,0,11.577,988.205,0,497.365,16.067
330.357,169.643,196.429,232.143,17.857,8.929,44.643,454.111,442.593,236.607,40.179,111.607,877,19.393,39.354,927.623,775,465.981,38.469
564.103,51.282,115.385,128.205,25.641,25.641,89.744,489.924,725.047,12.821,51.282,346.154,18.967,1.936,16.658,769.486,0,768.045,14.072
326.316,84.211,157.895,84.211,0,10.526,336.842,193.907,260.338,94.737,10.526,452.632,0,6.588,231,990.841,8.846,583.062,17.078
3.125,9.375,0.25,21.875,625,9.375,0.25,133.703,676.471,40.625,1.875,4.375,5.442,142.457,1.721,997.797,114,995.651,17.754
234.234,27.027,36.036,288.288,36.036,54.054,324.324,456.584,372.897,189.189,117.117,279.279,73.447,19.942,7.543,836.343,0,747.835,23.448
188.679,9.434,169.811,150.943,264.151,37.736,9.434,348.632,1.012.769,56.604,75.472,584.906,7.944,31.646,13.756,919.267,20.916,301.725,5.457
352.113,91.549,133.803,119.718,28.169,49.296,225.352,280.737,624.478,49.296,6.338,15.493,425,88.336,5.661,993.622,0,923.934,31.264
397.059,58.824,29.412,411.765,29.412,44.118,29.412,427.654,571.975,132.353,88.235,191.176,0,15.493,16.919,954.378,0,777.353,13.038
85.106,21.277,42.553,617.021,0,21.277,212.766,333.851,413.628,12.766,0,85.106,14.566,0,834,99.904,72,816.591,6.903
294.118,117.647,58.824,176.471,0,117.647,235.294,336.634,280.128,352.941,0,294.118,17.929,0,3.697,99.502,0,87.666,2.525
0.35,25,25,75,25,0.05,0.45,35.494,217.324,525,225,0.45,0,0,3.971,973.621,1.805,745.354,7.562
677.419,64.516,32.258,96.774,0,0,129.032,415.718,652.292,96.774,193.548,225.806,0,0,31.553,943.384,0,714.367,4.192
475,66.667,75,225,8.333,41.667,108.333,353.761,386.366,83.333,33.333,0.15,6.692,0,10.018,95.942,0,463.926,18.948
748.634,54.645,65.574,10.929,71.038,0,4.918,304.165,598.285,71.038,76.503,125.683,0,26.631,33.262,827.508,0,587.414,29.961
244.318,79.545,22.727,494.318,5.682,34.091,119.318,441.081,573.647,136.364,142.045,284.091,28,51.733,27.646,946.858,0,788.835,32.614
0.3,72.727,95.455,327.273,18.182,31.818,154.545,295.501,18.207,186.364,13.636,90.909,4.395,14.871,7.466,978.692,604,802.266,46.377
317.647,47.059,35.294,541.176,0,47.059,11.765,362.637,463.097,70.588,70.588,223.529,0,0,247.635,751.774,0,101.047,8.838
244.541,30.568,34.934,353.712,8.734,34.934,292.576,405.118,617.236,126.638,10.917,253.275,4.114,67.697,39.239,886.906,14,750.955,71.909
62.857,11.429,11.429,411.429,0,22.857,0.48,380.833,674.259,45.714,34.286,0.04,0,0,17.451,976.422,0,849.789,23.663
252.525,25.253,80.808,343.434,10.101,20.202,267.677,380.505,438.724,171.717,151.515,469.697,1.711,15.228,9.373,941.465,2.556,767.021,84.489
171.875,125,109.375,4.375,46.875,3.125,78.125,270.917,613.863,234.375,15.625,328.125,0,0,34.541,958.119,1.144,642.322,7.466
57.971,65.217,32.609,17.029,28.986,1.087,112.319,420.589,470.939,68.841,14.493,43.478,4.071,1.683,16.476,936.558,107,721.027,41.206
216.216,54.054,54.054,351.351,27.027,0,297.297,352.377,455.392,297.297,297.297,351.351,16.344,12.766,18.205,978.821,0,502.742,4.424
342.412,19.455,54.475,116.732,15.564,15.564,435.798,330.558,891.091,105.058,89.494,105.058,5.896,9.528,157.191,796.723,129,370.923,46.472
230.769,0,0.5,153.846,0,0,115.385,33.471,608.147,115.385,0,269.231,4.588,20.562,39.868,946.555,0,886.894,2.873
361.111,69.444,41.667,152.778,111.111,83.333,180.556,361.667,963.405,41.667,13.889,152.778,0,72.158,1.726,96.633,0,962.404,18.535
228.571,42.857,57.143,0.6,0,28.571,42.857,440.005,892.874,85.714,142.857,485.714,6.976,1.441,21.709,874.552,0,815.183,10.186
744.681,0,6.383,0,21.277,6.383,106.383,35.006,743.901,42.553,0,42.553,0,0,1.042,933.727,0,904.801,4.84
0,0,333.333,0.5,0,0,166.667,226.337,248.399,333.333,166.667,0,0,0,776,999.224,0,678.873,640
272.727,30.303,60.606,272.727,30.303,0,60.606,40.737,597.688,60.606,30.303,181.818,0,378.501,35.811,837.826,0,397.284,9.069
94.937,44.304,88.608,88.608,12.658,37.975,632.911,346.589,481.918,126.582,56.962,202.532,0,971,1.849,751.942,0,570.279,21.165
0.2,0,0.2,0.2,0.1,0,0.3,30.811,1.026.069,0,0,0.4,0,0,27.607,916.716,0,217.278,1.955
582.734,64.748,57.554,115.108,7.194,35.971,136.691,344.553,975.692,79.137,79.137,338.129,13.889,9.326,2.358,948.607,655,98.425,51.295
181.818,56.818,45.455,79.545,0,11.364,625,350.548,462.026,375,11.364,363.636,5.598,0,1.747,874.401,4.694,858.357,14.329
104.839,32.258,48.387,64.516,8.065,24.194,717.742,412.629,953.084,8.065,48.387,620.968,16.006,14.163,15.961,899.293,0,921.875,49.954
134.831,33.708,22.472,314.607,0,22.472,47.191,403.144,467.718,101.124,101.124,539.326,16.923,123.321,13.535,939.025,0,762.945,18.338
353.659,219.512,97.561,4.878,170.732,2.439,85.366,439.004,770.366,85.366,36.585,195.122,138,0,36.809,937.165,0,585.382,9.55
347.826,86.957,21.739,282.609,65.217,43.478,152.174,457.406,667.847,43.478,21.739,130.435,0,0,25.642,972.185,0,778.539,4.756
0.2,66.667,0.05,316.667,33.333,0.05,283.333,298.832,691.902,0.1,16.667,233.333,6.884,0,34.502,958.451,459,770.301,15.063
0,0.2,0.6,0.2,0,0,0,450.467,60.502,0,0,0,0,0,111.101,888.543,0,685.372,363
333.333,133.333,0.3,0,66.667,33.333,133.333,362.605,2.158.807,0,66.667,533.333,2.397,68.312,28.393,729.705,0,942.765,8.609
179.487,76.923,0,128.205,0,76.923,538.462,515.284,444.667,282.051,230.769,128.205,3.461,22.386,26.611,973.246,0,880.134,6.085
113.821,308.943,4.065,463.415,0,813,65.041,410.012,481.313,235.772,113.821,658.537,0,20.726,16.923,968.393,3.513,709.109,20.551
490.909,45.455,45.455,236.364,27.273,45.455,109.091,46.425,526.105,236.364,190.909,281.818,576,66.998,108.488,884.765,1.259,33.355,17.896
243.243,135.135,216.216,81.081,0,54.054,27.027,333.034,983.083,81.081,27.027,432.432,0,0,44.827,940.379,0,915.059,7.962
217.391,43.478,54.348,532.609,21.739,1.087,119.565,403.172,60.672,130.435,130.435,413.043,399,32.218,9.638,981.439,1.344,916.704,32.176
0.25,78.125,58.594,285.156,19.531,42.969,265.625,291.312,780.455,34.375,39.063,378.906,14.528,10.426,11.496,924.453,5.178,872.029,37.902
384.615,76.923,38.462,307.692,192.308,0,0,353.768,531.997,346.154,0,269.231,0,0,45.049,561.045,2.176,975.031,6.638
320.513,141.026,83.333,211.538,19.231,70.513,153.846,377.641,324.279,141.026,108.974,384.615,786,31.884,3.877,891.597,0,780.282,56.325
415.385,153.846,184.615,138.462,0,0,107.692,425.544,1.264.673,369.231,0.2,538.462,642,34.333,178.654,674.234,10.576,342.715,8.506
340.909,113.636,90.909,386.364,0,0,68.182,456.525,565.647,113.636,113.636,386.364,0,0,66.295,916.424,0,353.612,4.608
204.082,163.265,204.082,0,0,20.408,408.163,330.803,2.120.613,0,20.408,122.449,0,0,1.771,945.347,0,54.506,8.708
454.545,45.455,0,272.727,45.455,0,181.818,404.762,314.889,45.455,90.909,136.364,0,22.704,217.738,752.024,0,45.542,3.156
0.92,0,0.02,0.02,0,0,0.04,467.374,512.399,0,0,0,0,0,134,999.866,0,45.472,5.552
0.08,53.333,66.667,0.32,0.08,146.667,253.333,16.471,457.175,0.16,13.333,253.333,97,88.339,16.149,974.017,69,690.136,12.872
142.857,0,428.571,142.857,0,0,285.714,27.346,919.528,285.714,0,0,0,0,574.521,38.801,0,871.992,857
333.333,0,333.333,95.238,142.857,47.619,47.619,283.037,580.222,285.714,47.619,380.952,0,418.118,9.484,656.184,0,846.763,3.352
76.923,76.923,461.538,0,307.692,0,76.923,524.814,549.403,0,0,76.923,0,0,16.291,808.747,0,817.053,4.782
215.517,12.931,43.103,258.621,0,25.862,327.586,342.577,279.121,12.069,8.621,68.966,0,0,5.788,79.722,419,269.261,10.618
285.965,52.632,80.702,173.684,105.263,36.842,264.912,334.277,1.064.366,61.404,0,126.316,1.011,13.692,19.778,924.921,932,708.485,71.034
0.8,0,0.1,0,0,0,0.1,299.751,528.169,0.5,0.1,0.2,0,0,229.052,311.745,549,149.286,450
272.727,0,227.273,0,181.818,0,318.182,280.275,526.225,318.182,90.909,454.545,30.994,0,274.145,550.047,0,310.389,2.757
154.362,73.826,154.362,73.826,67.114,60.403,416.107,262.076,692.285,80.537,20.134,221.477,637,106.644,23.897,875.036,1.953,859.737,37.219
208.861,151.899,151.899,189.873,6.329,25.316,265.823,315.932,430.182,265.823,14.557,21.519,44.491,43.519,197.207,709.384,2.579,235.773,23.664
263.158,78.947,184.211,131.579,0,78.947,263.158,28.373,633.649,263.158,0,210.526,5.143,0,265.487,57.666,0,671.248,3.723
372.014,122.867,146.758,68.259,20.478,3.413,235.495,300.239,816.709,68.259,10.239,5.802,0,4.588,122.439,758.329,6.038,595.166,25.643
666.667,0,0,0,333.333,0,0,278.689,1.841.489,333.333,0,666.667,0,0,15.486,608.833,0,938.957,181
376.812,86.957,130.435,188.406,14.493,0,202.899,326.725,33.254,217.391,86.957,115.942,1.736,328,27.006,761.297,0,479.314,5.65
0,0,0.1,0.1,0.5,0.1,0.2,269.429,317.949,0.2,0,0.1,0,0,467,947.015,0,552.812,2.58
375,208.333,166.667,208.333,41.667,0,0,334.556,830.263,0.25,41.667,416.667,54.197,0,196.938,658.025,0,664.292,1.566
142.857,71.429,357.143,71.429,0,0,357.143,300.065,1.237.716,142.857,0,0,25.924,0,8.993,600.598,0,662.148,932
222.222,61.728,135.802,24.691,148.148,12.346,395.062,409.927,760.166,24.691,0,8.642,1.368,179.744,48.681,795.238,433,71.519,13.977
362.205,141.732,19.685,62.992,15.748,23.622,19.685,364.134,900.428,23.622,15.748,204.724,766,0,8.162,904.802,969,926.933,20.341
0.4,57.143,71.429,142.857,171.429,28.571,128.571,2.322,647.035,57.143,42.857,128.571,3.615,0,3.939,908.302,0,425.239,10.961
208.333,125,291.667,83.333,166.667,0,125,149.338,408.134,375,41.667,41.667,28.355,0,163.907,72.427,0,783.764,1.993
230.769,0,384.615,38.462,76.923,0,269.231,332.999,454.778,76.923,76.923,269.231,0,63.341,6.952,941.487,1.202,906.308,10.689
352.679,191.964,89.286,214.286,26.786,22.321,102.679,380.382,484.787,98.214,53.571,169.643,3.834,36.644,2.408,821.271,0,777.871,27.368
277.778,55.556,37.037,18.519,18.519,37.037,222.222,117.513,56.173,351.852,37.037,277.778,7.056,0,107.826,700.773,0,736.898,12.651
206.897,0,275.862,0,103.448,34.483,37.931,278.899,657.677,413.793,68.966,103.448,1.486,0,82.518,874.599,0,860.282,3.914
130.081,56.911,227.642,3.252,4.878,0,504.065,260.764,591.391,121.951,1.626,300.813,20.712,30.041,56.878,694.529,2.062,857.032,21.774
222.222,0,444.444,111.111,0,111.111,111.111,187.056,1.147.709,111.111,0,111.111,0,0,860.076,91.626,0,243,830
253.731,44.776,283.582,74.627,29.851,0,313.433,368.108,709.038,164.179,0,402.985,13.706,0,26.026,534.242,1.356,622.455,7.541
364.407,50.847,161.017,118.644,42.373,33.898,228.814,28.094,505.509,152.542,33.898,186.441,4.588,2.428,58.922,709.264,327,448.911,9.862
15.625,3.125,3.125,0,1.875,9.375,21.875,198.283,694.031,3.125,9.375,3.125,0,134.068,31.129,917.608,0,901.627,8.514
21.875,15.625,3.125,0,0.25,3.125,3.125,308.736,470.839,625,0,15.625,0,129.199,32.977,896.194,0,768.053,2.943
272.727,0,454.545,0,0,0,272.727,23.815,476.636,363.636,181.818,454.545,0,0,87.054,883.302,0,85.972,1.122
171.429,485.714,314.286,0,28.571,0,0,218.776,634.259,57.143,0,114.286,0,0,12.099,696.915,0,7.718,2.74
341.216,77.703,43.919,290.541,16.892,30.405,199.324,303.801,776.972,60.811,91.216,67.568,0,0,29.427,948.412,218,815.674,40.914
157.895,26.316,276.316,407.895,0,0,131.579,365.089,601.377,13.158,13.158,0,0,0,22.857,927.268,0,604.555,6.77
388.889,194.444,138.889,166.667,27.778,0,83.333,392.546,458.029,0,27.778,55.556,0,0,4.111,803.195,0,642.152,3.132
503.916,164.491,5.483,28.721,101.828,2.611,143.603,362.677,612.563,18.277,31.332,5.483,0,0,21.822,653.498,4.748,533.105,36.255
293.269,14.423,38.462,346.154,28.846,4.808,274.038,43.192,560.291,43.269,57.692,86.538,0,11.613,139.962,692.021,0,236.369,17.291
0.25,53.571,125,17.857,35.714,53.571,464.286,436.971,939.734,71.429,17.857,375,10.011,263.331,43.702,773.835,0,928.227,10.324
410.714,53.571,142.857,35.714,89.286,35.714,232.143,316.662,633.385,107.143,17.857,160.714,0,0,202.064,487.907,0,495.754,4.191
305.556,277.778,222.222,0,83.333,55.556,55.556,341.217,489.658,27.778,0,0.25,0,0,11.877,784.472,555,742.319,5.883
127.273,109.091,109.091,18.182,18.182,54.545,563.636,220.669,1.222.371,127.273,54.545,254.545,0,0,2.594,967.306,0,873.491,10.147
222.222,111.111,111.111,0,83.333,27.778,444.444,295.014,528.335,138.889,27.778,527.778,1.108,46.948,25.168,779.326,0,558.524,4.27
117.647,0,235.294,0,117.647,0,529.412,267.488,1.073.225,176.471,0,352.941,0,0,72.526,752.744,0,851.739,1.643
148.148,74.074,111.111,37.037,0,74.074,555.556,242.638,682.252,74.074,0,185.185,6.773,0,15.996,827.859,0,893.078,2.145
298.246,35.088,232.456,280.702,26.316,13.158,114.035,30.161,652.636,17.544,35.088,109.649,0,134.907,163.794,627.494,15.515,557.664,27.584
38.462,76.923,384.615,38.462,115.385,38.462,307.692,296.958,697.377,153.846,38.462,307.692,5.192,34.965,27.886,876.232,0,965.587,5.774
345.794,149.533,186.916,74.766,102.804,46.729,93.458,275.895,989.458,130.841,74.766,373.832,2.529,156.429,78.953,861.594,693,935.038,38.39
0.25,74.074,101.852,18.519,27.778,9.259,518.519,380.744,85.608,9.259,0,101.852,0,0,40.353,909.645,98,885.266,7.97
76.923,307.692,307.692,0,38.462,38.462,230.769,356.643,792.602,0,0,76.923,0,0,60.501,915.988,0,370.405,1.452
342.105,61.404,201.754,26.316,298.246,8.772,61.404,411.394,995.147,26.316,0,184.211,0,0,839,792.367,0,700.677,9.403
0.35,33.333,366.667,0.05,0.1,33.333,66.667,252.222,690.622,116.667,0,33.333,0,0,82.295,809.364,0,862.996,3.498
68.182,90.909,272.727,68.182,68.182,159.091,272.727,212.066,698.957,45.455,0,204.545,0,0,41.656,897.793,946,925.437,5.967
212.121,90.909,212.121,45.455,60.606,0,378.788,357.238,637.148,60.606,15.152,181.818,24.876,209.123,24.127,701.688,28.742,849.952,7.202
307.692,76.923,128.205,76.923,102.564,76.923,230.769,328.601,677.871,102.564,0,128.205,12.013,99.701,35.196,946.792,0,825.771,5.425
594.595,162.162,135.135,0,54.054,54.054,0,314.994,593.685,27.027,0,135.135,0,0,8.577,964.646,0,877.449,3.422
502.857,17.143,57.143,297.143,17.143,5.714,102.857,40.338,883.973,5.714,11.429,0.24,63,22.708,39.626,954.358,635,592.068,19.254
230.769,76.923,461.538,0,0,0,230.769,377.907,544.498,153.846,0,76.923,0,0,99.095,840.201,0,5.678,1.138
357.895,105.263,0.2,73.684,42.105,0,221.053,395.194,428.904,210.526,42.105,84.211,10.013,0,35.673,507.574,1.089,395.935,10.997
681.818,90.909,90.909,45.455,45.455,0,45.455,338.058,2.146.011,0,0,90.909,0,0,119.496,426.359,0,75.978,3.013
76.923,21.978,10.989,32.967,131.868,0,626.374,374.942,624.339,208.791,0,32.967,2.332,0,12.934,832.339,0,845.503,7.493
292.683,73.171,146.341,73.171,219.512,0,195.122,253.281,464.773,195.122,0,146.341,8.997,0,53.566,502.013,0,762.733,5.353
195.652,21.739,130.435,108.696,152.174,65.217,326.087,156.221,1.833.384,108.696,65.217,23.913,0,0,119.415,837.187,0,771.652,24.333
0.2,333.333,133.333,66.667,133.333,66.667,66.667,329.871,706.862,0.4,66.667,0.2,0,0,131.386,713.973,0,571.159,1.316
5.125,10.625,1.125,1.875,375,3.125,18.125,344.882,367.292,8.125,0,6.875,0,0,112.006,8.166,216,589.581,13.859
143.939,15.152,121.212,106.061,0.25,68.182,295.455,411.275,891.563,5.303,60.606,151.515,0,2.086,23.749,892.037,1.871,67.897,13.503
0,0,666.667,0,0,0,333.333,335.456,2.421.488,333.333,0,333.333,121.019,0,0,293.326,0,749.786,293
68.627,29.412,362.745,68.627,39.216,9.804,421.569,453.944,701.729,4.902,39.216,137.255,4.173,39.401,49.185,886.049,0,571.821,9.754
0.12,0,0.08,0.08,0.04,0.08,0.6,23.835,515.933,0,0,0.12,0,0,49.058,784.292,0,627.196,2.558
78.431,0,58.824,254.902,117.647,0,490.196,31.171,1.076.806,137.255,58.824,215.686,6.528,205.061,138.297,71.387,0,748.001,4.646
280.899,44.944,101.124,11.236,33.708,11.236,516.854,308.899,524.739,146.067,0,213.483,755,191.223,28.132,867.931,12.547,981.724,29.62
209.091,27.273,236.364,54.545,54.545,0,418.182,322.211,598.757,63.636,9.091,172.727,3.006,31.099,95.754,699.098,0,732.304,11.579
246.753,12.987,285.714,25.974,12.987,12.987,285.714,357.413,62.677,51.948,25.974,272.727,18.317,0,225.264,63.315,0,13.535,5.222
0.2,133.333,0.6,66.667,0,0,0,367.757,493.189,133.333,0,266.667,0,278.035,1.035,997.586,0,946.984,1.783
212.121,121.212,212.121,181.818,151.515,60.606,60.606,397.357,600.512,121.212,60.606,545.455,15.546,22.496,11.013,836.792,10.832,868.519,8.35
57.143,57.143,314.286,85.714,57.143,0,428.571,389.427,782.794,171.429,57.143,0.2,2.681,152.964,158.092,667.309,0,935.888,4.12
442.623,65.574,163.934,98.361,4.918,98.361,81.967,356.077,73.207,16.393,0,4.918,6.663,0,236.358,58.496,0,804.144,6.973
387.234,59.574,6.383,157.447,8.511,12.766,310.638,389.028,754.523,106.383,13.617,178.723,0,25.665,53.543,920.538,22,64.787,32.296
112.245,112.245,204.082,91.837,142.857,30.612,306.122,208.887,7.027,234.694,20.408,204.082,5.748,0,2.576,810.806,0,881.339,10.767
0.5,0,0,0,0,0,0.5,205.387,1.3125,0.5,0,0,0,0,38.676,501.742,0,676.157,189
337.621,102.894,67.524,212.219,54.662,3.215,221.865,455.281,664.731,3.537,6.431,57.878,0,0,166.657,720.042,0,189.953,33.491
2.125,125,875,1.625,0.1,875,225,247.037,579.189,875,0.05,375,1.219,145.621,21.945,796.537,0,860.219,25.884
226.415,132.075,113.208,113.208,37.736,0,377.358,23.972,429.233,264.151,9.434,56.604,59.902,0,144.375,740.609,0,389.765,5.362
285.714,47.619,95.238,222.222,63.492,79.365,206.349,368.035,768.479,31.746,0,47.619,0,0,61.386,804.743,0,873.211,4.876
0.2,0,0.6,0.2,0,0,0,367.416,1.111.814,0.2,0,0.4,16.854,0,532.589,454.934,0,532.627,527
1,0,0,0,0,0,0,294.355,640,0,0,0,0,0,941.176,58.824,0,543.246,160
0.6,0,0.2,0,0.2,0,0,412.742,460.507,0,0,0.4,0,0,9.289,319.591,0,675.288,250
