X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19
170.213,106.383,468.085,21.277,6.383,0,170.213,215.461,470.734,21.277,0,42.553,43.092,0,49.796,786.933,0,691.824,4.363
0.6,0,0.2,0,0,0,0.2,138.462,255.045,0,0.2,0.2,0,0,194.864,738.869,0,924.769,455
176.471,0,352.941,58.824,176.471,0,235.294,4.334,1.276.851,176.471,58.824,176.471,0,0,397.275,490.688,0,83.944,1.492
225,0,0.25,0.25,0.05,25,0.2,326.599,380.182,0.3,75,225,6.661,0,296.031,61.488,2.427,110.013,2.889
35.514,46.729,11.215,121.495,56.075,18.692,28.972,279.786,760.471,56.075,37.383,345.794,0,0,41.493,846.374,0,796.013,12.19
0.75,19.231,38.462,38.462,76.923,0,76.923,309.311,630.783,269.231,0,38.462,395,0,40.531,839.972,0,754.441,4.629
372.549,0,392.157,39.216,58.824,0,137.255,233.692,520.918,137.255,0,294.118,18.638,0,259.191,393.959,0,822.716,6.141
357.692,142.308,161.538,134.615,15.385,80.769,107.692,428.732,1.010.003,42.308,65.385,73.077,481,4.222,52.826,932.186,353,686.898,21.731
0,222.222,333.333,111.111,222.222,111.111,0,197.274,1.063.437,222.222,0,222.222,0,0,262.858,235.307,0,881.882,692
724.138,68.966,51.724,51.724,0,17.241,86.207,321.131,1.128.311,137.931,17.241,189.655,9.268,18.278,644.974,333.619,0,714.521,3.834
145.833,104.167,333.333,145.833,0,20.833,0.25,329.461,793.845,20.833,0,104.167,4.468,0,16.123,507.801,0,595.641,3.826
219.048,190.476,171.429,104.762,57.143,47.619,209.524,224.343,744.034,28.571,0,12.381,27.212,2.166,8.809,872.972,835,956.366,15.557
375,89.286,125,107.143,35.714,0,267.857,35.836,511.459,89.286,17.857,196.429,7.942,0,21.923,910.854,786,700.779,9.775
537.634,16.129,139.785,16.129,0,0,0,375.231,873.098,10.753,0,53.763,0,0,1.635,954.116,0,890.757,9.239
367.089,63.291,253.165,303.797,0,0,12.658,208.329,522.034,63.291,12.658,12.658,3.058,0,135.543,85.144,0,86.957,11.781
178.571,71.429,35.714,0,321.429,35.714,357.143,157.123,366.661,35.714,0,321.429,0,0,23.667,938.261,0,91.011,2.006
83.333,83.333,375,83.333,0,166.667,208.333,390.932,2.576.665,0.25,0,0,76.989,0,38.341,284.004,0,53.943,2.109
173.913,0,434.783,0,347.826,43.478,0,296.754,689.097,86.957,0,391.304,7.017,0,32.464,732.464,0,95.009,2.13
420.455,88.068,71.023,0.25,625,11.364,96.591,456.859,74.316,8.523,8.523,51.136,616,23.047,14.634,967.766,891,577.597,29.862
604.167,83.333,1.875,0,104.167,0,20.833,421.987,639.375,20.833,0,125,0,0,40.893,654.462,0,204.693,3.204
392.857,142.857,285.714,0,0,35.714,142.857,260.961,1.872.423,71.429,0,107.143,174.115,0,13.065,420.681,195.703,207.609,1.453
205.882,205.882,117.647,88.235,29.412,117.647,235.294,408.655,459.162,176.471,29.412,58.824,0,0,432.098,479.005,0,9.801,2.343
0.5,41.667,208.333,166.667,0,83.333,0,432.935,795.649,208.333,0,166.667,0,92.025,57.315,827.792,0,897.603,5.016
342.857,85.714,228.571,28.571,171.429,28.571,114.286,319.173,723.536,371.429,28.571,428.571,3.793,14.854,60.584,826.301,0,435.946,3.38
0.25,0,583.333,0,83.333,0,83.333,293.033,450.021,0,0,83.333,0,0,28.632,845.175,0,991.682,538
34.902,12.549,188.235,196.078,39.216,3.922,98.039,288.172,629.829,43.137,11.765,94.118,6.723,8.392,72.995,867.118,0,884.522,37.686
125,125,0,375,0,625,3.125,202.505,52.065,8.125,0,625,97.425,0,539.886,414.082,0,859.551,1.006
27.451,0,352.941,39.216,117.647,39.216,176.471,330.085,718.394,254.902,39.216,254.902,19.707,26.534,55.409,75.102,0,717.953,5.594
0.32,0.04,0.28,0.04,0.08,0,0.24,434.255,801.428,0.52,0.2,0.36,17.179,0,41.795,784.798,0,547.466,2.626
785.714,142.857,71.429,0,0,0,0,392.186,0.82,785.714,71.429,428.571,39.565,0,32.563,814.076,0,70.564,1.271
90.909,181.818,272.727,90.909,45.455,0,318.182,389.634,1.258.896,409.091,0,272.727,0,0,40.659,144.388,0,718.222,1.026
0.12,0.04,0.24,0.04,0,0,0.56,30.819,195.214,0.44,0,0.16,0,0,257.763,711.166,0,33.865,3.255
291.667,416.667,0,0.25,0,41.667,0,463.374,1.297.047,958.333,0,83.333,0,0,25.307,490.246,993,834.806,1.985
114.286,0,485.714,0,57.143,0,342.857,41.022,576.683,485.714,28.571,57.143,17.992,0,24.354,775.199,177.745,7.923,3.584
41.667,125,166.667,83.333,1.875,20.833,375,28.721,417.343,1.875,0,4.375,1.765,6.145,39.717,852.696,17.374,676.425,10.702
333.333,0,333.333,111.111,0,111.111,111.111,261.297,1.126.689,444.444,0,0,0,0,5.341,324.295,5.478,409.851,667
299.363,165.605,197.452,146.497,38.217,63.694,89.172,428.193,48.459,203.822,38.217,280.255,4.759,33.345,1.847,867.531,228,775.338,16.604
267.857,98.214,625,223.214,8.929,8.929,330.357,387.718,990.012,125,8.929,133.929,12.067,61.425,40.529,870.397,0,866.441,9.56
272.727,90.909,272.727,0,181.818,0,181.818,417.241,533.838,272.727,90.909,363.636,18.966,0,118.255,834.739,17.496,538.467,1.057
0.46,0.12,0.2,0.06,0,0,0.16,31.777,62.176,0.28,0,0.2,0,38.894,29.291,911.875,0,440.108,4.51
625,0,1.875,0.75,0,0,0,360.071,297.279,1.875,0,0.5,0,0,17.784,794.674,70.257,582.841,1.076
625,625,3.125,0,0,0,0,374.882,2.373.626,1.875,0,625,0,0,89.848,76.353,11.187,818.052,1.296
548.387,129.032,0,129.032,64.516,0,129.032,304.598,668.045,451.613,0,0,0,0,263,778.386,21.141,539.585,2.681
0.5,0,0,214.286,0,0,285.714,410.338,585.296,571.429,71.429,142.857,12.594,0,2.768,465.528,0,630.206,3.268
833.333,0,0,0,0,0,166.667,426.288,892.405,0,0,0,0,0,42.265,801.352,0,913.496,423
529.412,352.941,58.824,58.824,0,0,0,45.283,1.044.976,0,0,176.471,0,0,42.418,938.563,0,891.731,954
129.032,64.516,322.581,129.032,193.548,96.774,64.516,291.413,233.008,258.065,32.258,774.194,6.649,53.455,79.784,800.926,0,379.001,3.387
0.5,0,45.455,0,45.455,0,409.091,305.598,422.422,227.273,0,0,0,0,41.721,882.117,11.703,620.035,1.592
517.241,0,34.483,103.448,0,0,344.828,396.821,632.426,448.276,0,103.448,0,0,72.616,707.846,0,34.945,2.243
0.2,66.667,266.667,66.667,0,0,0.4,204.008,536.685,466.667,66.667,333.333,11.623,0,372.481,449.842,0,48.779,1.58
6.383,85.106,382.979,85.106,85.106,21.277,276.596,249.247,369.321,489.362,0,6.383,3.315,0,32.496,965.527,0,346.108,4.329
333.333,55.556,333.333,55.556,0,0,222.222,314.759,1.369.437,388.889,55.556,277.778,0,0,399.458,524.054,2.326,61.985,1.234
222.222,222.222,55.556,0,55.556,0,444.444,414.698,398.158,111.111,0,222.222,0,0,89.235,577.829,0,344.053,1.409
125.749,5.988,65.868,359.281,0,11.976,377.246,398.311,439.991,8.982,17.964,227.545,428,53.682,193.804,76.405,0,829.296,16.38
166.667,0,166.667,0,0,166.667,0.5,379.731,6.453.988,0.5,166.667,833.333,140.415,0,11.318,13.177,0,899.779,526
86.957,217.391,130.435,478.261,0,0,86.957,354.975,163.293,217.391,86.957,173.913,25.295,178.147,111.557,83.384,0,314.596,2.915
295.455,45.455,113.636,45.455,386.364,22.727,90.909,375.961,373.308,0.25,0,0.25,118.352,0,41.611,685.475,656,696.644,3.902
630.769,123.077,30.769,123.077,0,0,92.308,423.543,622.555,46.154,0,30.769,0,0,27.299,64.087,69.163,866.179,7.019
204.545,68.182,68.182,522.727,0,0,136.364,374.797,246.338,431.818,22.727,318.182,0,0,238.479,604.935,6.638,56.261,4.49
630.435,108.696,43.478,65.217,43.478,0,108.696,309.056,329.382,130.435,43.478,65.217,0,0,169.037,684.662,0,59.719,3.96
142.857,142.857,342.857,85.714,0.2,28.571,57.143,190.584,828.866,371.429,0,314.286,0,24.655,80.476,778.413,0,691.782,6.943
416.667,0.25,83.333,0,83.333,83.333,83.333,16.854,5.116.667,416.667,83.333,83.333,123.034,0,879.639,120.361,0,560.243,614
333.333,166.667,0.5,0,0,0,0,201.754,642.553,333.333,0,0,0,0,392.576,528.684,0,162.158,302
392.157,9.804,4.902,176.471,4.902,9.804,313.725,484.673,7.656,29.412,0,196.078,0,1.567,16.208,981.501,0,790.084,8.693
0.52,0,0.28,0.04,0.12,0,0.04,292.827,801.584,0.4,0.04,0.08,0,0,205.137,754.965,26.598,314.695,2.753
125,0.05,0.3,25,25,0.05,425,231.106,2.502.344,0.65,0.1,475,21.918,0,58.494,510.301,0,435.228,3.523
294.118,29.412,205.882,58.824,58.824,0,352.941,27.112,672.136,558.824,29.412,294.118,8.987,0,95.166,723.143,0,201.737,2.104
295.775,98.592,112.676,112.676,14.085,28.169,338.028,290.231,348.707,521.127,84.507,309.859,0,49.068,367.562,357.603,7.785,37.549,6.407
339.394,78.788,72.727,290.909,9.091,18.182,190.909,402.699,134.133,181.818,6.061,69.697,5.077,37.675,12.571,75.574,35,868.569,29.077
164.179,358.209,74.627,29.851,29.851,59.701,283.582,271.046,470.764,328.358,74.627,19.403,0,7.825,115.463,842.898,8.929,584.956,10.51
224.138,155.172,241.379,34.483,51.724,17.241,275.862,384.045,488.575,155.172,0,172.414,0,0,8.196,876.063,0,905.326,5.855
160.584,36.496,72.993,29.927,14.599,87.591,328.467,333.794,501.662,343.066,10.219,394.161,46.689,49.232,298.733,589.313,0,144.347,19.198
292.035,61.947,19.469,141.593,35.398,17.699,256.637,333.617,494.468,309.735,53.097,256.637,1.938,0,14.646,818.929,3.639,344.199,11.128
570.492,186.885,39.344,45.902,29.508,19.672,108.197,313.475,722.163,95.082,3.279,36.066,26,0,5.725,989.015,11,944.433,33.633
0.28,0.08,0.08,0.12,0.04,0,0.4,382.244,391.702,0.28,0,0.04,0,0,27.869,76.234,87,779.906,1.517
425,0.3,75,0.1,25,25,0.05,418.766,954.806,0.15,0,0.1,16.607,0,30.284,82.061,21.506,753.763,2.186
229.947,149.733,53.476,502.674,5.348,10.695,48.128,39.932,778.305,245.989,5.348,122.995,0,2.801,56.213,59.615,6.816,733.577,13.615
586.207,172.414,137.931,34.483,0,34.483,34.483,423.324,388.309,103.448,0,103.448,0,0,149.183,683.047,0,560.967,2.139
310.976,79.268,60.976,158.537,73.171,6.098,310.976,334.816,439.474,213.415,18.293,146.341,16.469,5.739,62.253,837.543,7.117,470.958,23.256
394.366,59.859,14.085,228.873,14.085,17.606,271.127,454.747,682.297,98.592,7.042,6.338,8.716,15.057,23.059,9.082,25,704.033,24.992
516.667,83.333,105.556,105.556,22.222,5.556,161.111,442.896,505.024,261.111,77.778,183.333,36.895,119.559,439.743,488.703,0,87.349,29.052
61.489,55.016,35.599,171.521,187.702,38.835,449.838,393.623,598.195,236.246,9.709,74.434,873,20.051,19.596,791.045,0,826.959,34.067
368.421,52.632,192.982,105.263,70.175,35.088,175.439,324.005,233.772,315.789,17.544,17.544,13.469,0,16.699,971.432,0,67.124,3.98
518.293,79.268,18.293,164.634,164.634,6.098,4.878,40.706,60.599,30.488,6.098,97.561,21.116,4.301,31.593,858.218,0,788.644,17.159
265.625,132.813,15.625,125,7.813,3.125,28.125,301.315,587.703,0.25,3.125,242.188,723,164.308,217.113,578.984,0,320.659,17.475
225,75,0.3,175,0.05,0,175,416.651,27.758,0.3,0.05,0.3,0,0,24.463,892.566,30.492,263.486,3.437
287.671,164.384,68.493,150.685,41.096,54.795,232.877,27.537,531.209,438.356,41.096,410.959,15.528,89.065,68.244,87.164,0,806.686,17.545
274.725,38.462,21.978,214.286,148.352,5.495,296.703,358.029,522.987,192.308,27.473,93.407,0,0,305.894,630.841,5,82.578,19.304
26.087,130.435,26.087,43.478,0,0,304.348,348.315,724.445,391.304,347.826,782.609,0,260.566,561.854,417.926,12.681,72.059,12.296
184.783,152.174,86.957,304.348,54.348,32.609,184.783,414.416,478.521,23.913,0,23.913,0,13.696,69.237,77.184,0,451.882,12.728
0.25,83.333,138.889,27.778,0,27.778,472.222,382.031,1.193.227,138.889,27.778,55.556,0,241.042,50.628,880.275,0,927.151,2.417
65.359,3.268,58.824,202.614,19.608,45.752,575.163,289.597,303.172,30.719,3.268,176.471,8.525,56.041,13.127,87.577,902,962.751,32.691
204.545,45.455,73.864,289.773,5.682,51.136,329.545,378.004,544.804,204.545,17.045,210.227,17.056,79.988,310.663,612.543,3.034,213.262,25.849
466.292,123.596,67.416,146.067,5.618,11.236,179.775,41.083,871.915,224.719,22.472,50.562,934,6.203,4.549,84.964,269,43.683,13.78
414.201,153.846,76.923,201.183,29.586,29.586,94.675,3.684,786.132,236.686,4.142,319.527,24.145,45.565,92.031,747.379,0,650.333,27.147
290.503,212.291,83.799,3.352,3.352,5.587,340.782,414.224,521.293,22.905,11.173,94.972,319,26.212,8.842,61.841,7.087,878.265,18.798
182.927,67.073,73.171,20.122,12.195,4.878,414.634,345.991,421.073,335.366,128.049,335.366,9.312,151.017,492.522,487.355,1.561,44.536,29.916
344.828,181.034,43.103,198.276,25.862,17.241,189.655,405.949,527.424,387.931,34.483,86.207,28.014,52.823,48.088,898.685,0,779.963,11.621
247.525,79.208,79.208,158.416,9.901,89.109,247.525,426.481,252.527,267.327,19.802,19.802,4.662,22.704,39.406,852.829,448,781.253,16.819
360.976,107.317,112.195,209.756,82.927,9.756,117.073,451.155,762.203,317.073,0,73.171,6.243,35.059,54.921,843.232,13.061,917.448,14.892
325.397,71.429,71.429,357.143,31.746,7.937,134.921,267.595,783.794,134.921,0,277.778,5.763,2.761,17.457,914.398,5.032,949.203,18.487
214.286,89.286,267.857,125,35.714,35.714,232.143,224.766,561.239,357.143,17.857,321.429,0,0,20.407,825.705,504,395.998,22.986
352.381,114.286,7.619,304.762,19.048,19.048,114.286,401.017,781.872,0.2,0,38.095,1.849,0,14.815,717.433,0,795.562,6.406
418.605,116.279,209.302,116.279,23.256,23.256,93.023,412.702,842.344,418.605,46.512,162.791,16.597,0,39.242,552.248,4.827,544.696,2.602
288.401,134.796,9.404,38.558,9.404,15.674,15.674,42.527,688.692,310.345,9.404,90.909,2.278,4.926,28.502,812.159,1.365,881.557,54.615
127.273,145.455,90.909,218.182,0,236.364,181.818,314.624,648.924,581.818,181.818,418.182,6.531,0,12.717,978.584,827,851.284,7.431
57.416,114.833,95.694,119.617,9.569,167.464,435.407,236.354,710.681,449.761,239.234,583.732,54.397,79.225,12.543,939.721,14.844,615.307,32.677
0.16,0.04,0.24,0.2,0,0.04,0.32,277.809,1.284.681,0.48,0.2,0.88,15.295,96.597,512.851,423.683,0,153.276,4.673
157.895,263.158,210.526,263.158,0,105.263,0,412.223,128.924,526.316,52.632,210.526,89.874,0,100.024,885.643,882,476.788,2.589
176.471,323.529,88.235,88.235,29.412,117.647,176.471,207.817,1.453.584,382.353,58.824,617.647,45.101,17.021,190.678,79.654,282,335.929,4.107
277.778,166.667,55.556,277.778,0,0,222.222,323.247,1.338.686,444.444,222.222,722.222,9.606,341.753,135.291,435.396,3.702,357.564,2.938
43.478,0,478.261,0,478.261,0,0,27.516,597.092,217.391,0,86.957,22.616,0,21.966,978.034,0,272.584,1.643
0,90.909,181.818,45.455,0,318.182,363.636,186.039,92.418,818.182,409.091,681.818,0,27.732,13.605,948.877,1.649,250.636,2.127
172.414,218.391,91.954,103.448,333.333,45.977,34.483,270.665,689.023,264.368,275.862,793.103,0,23.195,88.647,876.464,1.071,326.188,13.723
37.037,111.111,444.444,74.074,0,0,0,24.513,1.815.923,296.296,222.222,851.852,45.012,83.082,270.332,600.191,64.671,189.395,4.78
147.059,205.882,117.647,29.412,88.235,0,411.765,239.225,1.053.333,411.765,117.647,382.353,237.694,42.644,143.152,844.234,0,565.995,2.545
241.935,96.774,68.548,399.194,4.032,32.258,157.258,401.005,642.685,342.742,72.581,181.452,2.533,2.224,24.465,863.543,74.629,80.876,68.015
117.647,58.824,0,58.824,176.471,58.824,529.412,187.076,506.855,529.412,117.647,352.941,48.403,0,54.194,842.239,0,840.844,2.502
241.379,172.414,206.897,68.966,68.966,103.448,137.931,300.858,544.197,551.724,241.379,551.724,97.173,33.557,98.141,78.504,19.455,799.953,5.424
42.017,260.504,92.437,260.504,8.403,226.891,109.244,11.267,778.489,470.588,142.857,403.361,103.714,35.067,260.148,726.923,2.129,310.383,19.54
333.333,0,0,444.444,222.222,0,0,455.869,750.603,222.222,0,333.333,0,0,20.281,849.551,0,612.018,654
185.185,37.037,0,407.407,0,37.037,0,304.544,386.583,296.296,0,407.407,0,0,5.978,938.103,50.969,76.823,2.284
150.685,178.082,9.589,123.288,27.397,68.493,356.164,221.748,1.023.698,438.356,82.192,876.712,27.334,115.562,360.892,613.841,945,71.527,8.315
225,1.125,125,0.1,2.625,1.125,625,229.654,760.413,425,125,0.4,20.747,0,4.653,915.313,13.832,586.384,16.285
51.282,115.385,269.231,205.128,179.487,102.564,76.923,147.069,1.098.131,512.821,179.487,833.333,160.857,76.923,30.311,590.131,34.904,822.524,10.481
66.667,0,266.667,133.333,0,333.333,0.2,162.102,2.888.647,666.667,0.2,866.667,0,13.793,265.939,552.778,2.862,916.108,1.674
168.539,157.303,44.944,359.551,11.236,89.888,168.539,395.733,428.045,47.191,134.831,370.787,37.779,49.826,163.566,612.413,523,145.164,18.033
90.909,227.273,90.909,45.455,0,45.455,0.5,388.391,75.177,272.727,90.909,181.818,2.922,0,32.891,876.646,0,378.152,3.797
0.25,625,3.125,625,625,0,0.25,393.308,1.060.859,625,0,0.25,0,0,75.856,832.793,0,88.029,1.527
253.521,70.423,42.254,126.761,183.099,84.507,239.437,374.001,612.653,422.535,15.493,309.859,10.604,53.942,4.206,888.275,1.315,391.472,26.46
0.25,15.625,3.125,177.083,270.833,20.833,9.375,362.475,975.369,0.25,72.917,145.833,15.665,11.636,67.901,786.142,7.118,676.752,11.766
583.333,41.667,208.333,0,41.667,0,125,178.904,4.885.777,625,41.667,208.333,26.862,0,289.412,594.846,0,613.443,5.135
205.742,7.177,95.694,301.435,14.354,95.694,215.311,315.621,683.126,464.115,215.311,397.129,37.036,50.207,263.548,715.151,2.395,143.569,51.607
79.365,15.873,126.984,296.296,31.746,21.164,428.571,341.254,644.294,190.476,58.201,301.587,2.674,11.165,9.799,883.313,66.607,247.434,105.095
172.414,51.724,103.448,12.069,310.345,103.448,137.931,279.163,576.779,413.793,172.414,275.862,33.638,51.493,68.631,91.508,56,628.086,9.413
666.667,0,333.333,0,0,0,0,315.364,1.161.238,333.333,0,333.333,0,0,26.727,900.508,0,52.326,313
266.667,333.333,133.333,66.667,0,66.667,133.333,362.514,1.162.494,666.667,266.667,666.667,289,137.771,33.175,671.685,192.104,899.071,2.642
0.2,0.3,0.1,0.3,0,0.1,0,168.846,661.662,0.7,0.2,0.6,39.795,649.832,775,726.274,248.841,81.815,1.234
103.618,108.553,88.816,1.875,59.211,149.671,302.632,229.175,851.851,46.875,199.013,501.645,26.601,16.452,5.165,985.837,323,94.576,156.909
659.091,90.909,45.455,204.545,0,0,0,367.372,1.038.295,113.636,22.727,113.636,1.571,0,32.286,941.972,0,406.059,6.079
86.207,51.724,103.448,86.207,37.931,103.448,189.655,343.628,713.987,37.931,241.379,482.759,38.658,369.875,169.592,813.415,0,230.947,15.126
21.277,10.638,0,106.383,680.851,10.638,170.213,109.043,556.633,234.043,10.638,595.745,7,19.255,173.795,778.473,32.706,63.384,8.294
166.667,0,0.25,83.333,0,0.25,0.25,327.103,69.096,83.333,83.333,416.667,15.816,0,468.615,514.791,1.082,5.904,986
72.727,36.364,254.545,109.091,18.182,145.455,363.636,332.634,877.547,127.273,54.545,454.545,6.553,70.922,151.152,795.626,159,339.528,5.309
76.923,76.923,0,0,461.538,153.846,230.769,432.021,1.218.708,307.692,538.462,615.385,65.593,117.322,31.651,723.415,5.962,820.242,2.366
35.714,35.714,196.429,35.714,0,535.714,160.714,133.206,1.405.113,607.143,125,875,564.074,98.321,257.748,722.429,0,657.123,15.951
90.909,51.948,12.987,77.922,103.896,207.792,454.545,183.173,897.058,571.429,155.844,480.519,133.687,196.886,24.703,957.571,0,716.547,31.661
0,47.619,333.333,47.619,190.476,166.667,214.286,23.621,760.315,404.762,2.381,571.429,0,7.758,105.721,882.487,5.675,175.673,3.547
0,0,142.857,142.857,0,0,714.286,95.397,988.251,714.286,285.714,571.429,48.117,368.421,14.993,844.449,28.663,56.029,1.514
166.667,166.667,111.111,0,0,166.667,388.889,22.239,1.146.361,666.667,111.111,277.778,1.506,15.801,46.041,881.758,7.325,412.954,1.449
33.333,0.24,0.26,0.1,266.667,93.333,6.667,94.895,722.924,386.667,26.667,366.667,49.092,1.475,47.839,94.024,64,423.463,18.639
0.2,36.364,163.636,72.727,163.636,109.091,254.545,245.128,1.168.672,236.364,90.909,727.273,59.178,37.947,225.471,765.354,3.727,234.459,7.881
20.833,20.833,5.625,0,0,20.833,375,186.399,980.617,0.25,0,270.833,0,0,94.488,903.543,0,106.961,4.357
33.333,83.333,0.15,75,216.667,125,316.667,211.026,1.203.123,341.667,125,616.667,44.177,298.219,83.811,806.614,345,346.512,20.444
148.148,148.148,185.185,148.148,0,37.037,333.333,240.192,588.771,148.148,37.037,111.111,0,0,4.842,992.909,0,993.784,4.528
111.111,222.222,444.444,0,0,111.111,111.111,325.581,778.406,111.111,0,0,0,0,60.119,821.663,0,810.664,633
380.952,0.5,95.238,0,2.381,0,0,305.138,741.637,380.952,214.286,357.143,36.138,0,259.791,438.359,2.535,105.082,6.438
217.391,173.913,86.957,173.913,43.478,43.478,26.087,362.823,1.185.264,347.826,217.391,73.913,127.755,16.725,127.362,608.897,1.587,301.011,2.201
388.889,44.444,11.111,88.889,244.444,44.444,177.778,341.028,776.998,311.111,77.778,0.3,14.137,0,30.557,800.426,35,737.483,15.989
184.211,105.263,223.684,171.053,171.053,39.474,105.263,316.581,847.556,0.5,144.737,315.789,0,0,6.413,847.899,64.116,90.744,5.862
0,39.683,79.365,269.841,103.175,111.111,396.825,251.013,843.359,547.619,261.905,484.127,27.114,26.411,19.874,973.123,0,92.183,29.977
97.561,2.439,170.732,73.171,195.122,121.951,317.073,294.515,994.739,170.732,146.341,878.049,5.981,186.249,553.736,444.819,528,91.195,8.109
116.279,27.907,209.302,139.535,23.256,116.279,116.279,160.807,785.302,255.814,162.791,395.349,55.494,29.412,29.522,886.194,4.964,49.849,4.276
137.931,137.931,172.414,344.828,0,68.966,137.931,205.764,872.235,827.586,68.966,551.724,51.297,18.207,58.445,907.267,0,145.168,2.031
181.818,545.455,181.818,0,90.909,0,0,454.396,1.464.317,363.636,0,636.364,0,0,9.886,175.317,3.089,675.915,1.662
0.25,0,0,0,0,0.25,0.5,303.333,424.422,0,0,0.25,0,0,96.092,881.774,0,36.717,210
136.364,159.091,204.545,227.273,0,159.091,113.636,334.137,1.456.732,0.5,68.182,0.75,32.458,169.026,469.339,499.669,0,368.057,7.322
0,0,0,0,0,0,1,295.276,694.556,1,666.667,1,0,0,324.952,565.217,0,238.376,173
403.727,111.801,49.689,167.702,24.845,49.689,192.547,331.937,724.895,440.994,43.478,279.503,4.981,28.694,34.726,942.329,2.622,608.565,24.491
64.516,0,290.323,32.258,32.258,96.774,483.871,90.594,1.130.491,806.452,96.774,225.806,56.099,115.942,65.844,755.023,20.983,550.102,7.322
230.769,8.547,102.564,128.205,290.598,34.188,128.205,274.422,693.886,358.974,136.752,42.735,62.458,68.996,29.972,864.974,43.015,656.662,28.52
0.17,0.14,0.07,0.27,0,0.1,0.25,347.977,739.024,0.47,0.12,0.51,67.226,84.015,170.871,767.952,581,243.964,23.15
75,1.125,0.2,75,2.875,125,2.375,149.693,672.102,4.125,875,0.35,0,0,49.835,923.376,1.805,159.849,9.955
0.25,0,0.75,0,0,0,0,248.428,4.346.734,0.75,0.25,0.75,0,0,219.391,56.334,0,706.474,173
134.146,121.951,85.366,158.537,158.537,12.195,329.268,245.555,837.211,390.244,121.951,512.195,35.693,64.065,153.325,81.207,32.472,23.284,10.835
0,0.75,0.25,0,0,0,0,497.238,1.158.317,0,0,0,0,0,7.952,992.048,0,986.928,289
0,222.222,0,0,666.667,0,111.111,104.195,811.482,333.333,0,222.222,81.191,0,3.766,974.711,0,644.391,1.47
132.979,69.149,90.426,159.574,255.319,58.511,234.043,270.985,715.876,478.723,196.809,462.766,36.416,155.416,28.705,820.912,120.881,319.039,39.143
125,35.714,125,125,17.857,178.571,392.857,15.894,532.603,482.143,107.143,339.286,94.236,0,80.472,914.632,4.082,473.095,7.817
0,272.727,454.545,0,0,0,272.727,151.367,195.529,1,272.727,636.364,196.289,0,388.898,263.397,0,596.026,1.27
272.727,45.455,227.273,181.818,45.455,0,227.273,329.504,722.136,590.909,90.909,318.182,0,0,92.479,790.396,19.792,86.717,2.652
203.125,625,109.375,28.125,15.625,625,125,228.495,830.135,328.125,21.875,625,51.541,31.274,58.833,924.293,325,368.276,7.791
209.302,116.279,69.767,348.837,34.884,81.395,139.535,42.246,79.337,0.5,93.023,27.907,17.094,23.041,60.154,923.265,0,627.411,15.203
197.452,146.497,38.217,414.013,38.217,57.325,10.828,374.496,659.253,261.146,273.885,993.631,15.242,115.763,48.486,939.303,882,193,25.484
0,68.966,34.483,34.483,0,275.862,586.207,179.642,765.197,551.724,68.966,482.759,24.979,17.381,13.209,972.788,1.002,762.779,2.994
384.615,307.692,153.846,76.923,0,76.923,0,395.837,702.565,615.385,76.923,461.538,0,0,36.022,95.575,0,915.292,4.521
193.548,32.258,64.516,225.806,32.258,96.774,354.839,243.943,718.072,483.871,16.129,677.419,61.792,1.005,30.982,951.982,0,921.044,9.149
173.077,144.231,57.692,173.077,144.231,38.462,269.231,348.298,1.060.438,548.077,192.308,884.615,12.648,21.731,104.004,739.856,2.057,23.724,16.017
190.476,304.762,161.905,171.429,0,28.571,142.857,410.153,678.285,219.048,152.381,857.143,12.787,27.019,25.129,957.798,1.712,369.099,17.452
140.187,84.112,11.215,140.187,74.766,84.112,364.486,23.781,1.001.064,242.991,65.421,411.215,53.044,8.313,76.679,880.399,834,703.254,22.2
0,0,333.333,333.333,333.333,0,0,265.957,3.52,333.333,0,0,0,0,967.495,31.867,0,193.089,176
212.766,170.213,106.383,180.851,0,95.745,234.043,312.423,643.668,478.723,148.936,691.489,47.644,26.004,2.178,773.383,166.411,639.641,20.979
188.525,139.344,131.148,213.115,2.459,131.148,172.131,227.626,1.229.907,508.197,204.918,45.082,311.666,109.638,185.498,748.808,22.436,392.528,27.396
393.443,16.393,32.787,163.934,0,0,393.443,293.417,587.045,311.475,81.967,196.721,4.595,0,105.601,821.717,4.992,185.405,18.361
76.923,115.385,76.923,0,615.385,76.923,38.462,130.719,821.458,538.462,230.769,0.5,61.683,78.125,82.577,844.548,0,679.221,3.375
0.5,0,83.333,166.667,0,83.333,166.667,309.565,1.771.664,166.667,0,166.667,0,0,58.492,822.999,0,843.805,689
0.15,0.1,25,275,0.05,0.15,0.25,295.809,550.928,0.55,25,375,1.966,33.223,103.205,880.659,416,860.906,14.122
113.281,35.156,42.969,101.563,214.844,113.281,378.906,201.769,826.016,503.906,121.094,386.719,40.138,33.753,32.199,908.396,67,803.837,53.742
71.429,142.857,142.857,142.857,71.429,214.286,214.286,202.431,1.513.018,571.429,142.857,285.714,90.472,69.832,77.505,616.078,0,448.813,2.503
833.333,0,166.667,0,0,0,0,360.169,589.138,333.333,0,166.667,0,0,125,875,0,672.759,499
